filename;width;height;class;xmin;ymin;xmax;ymax
008d0f87b.jpg;1600;256;8;570;177;607;243
008d0f87b.jpg;1600;256;4;607;177;644;243
008d0f87b.jpg;1600;256;7;644;177;681;243
0095cd374.jpg;1600;256;5;42;100;81;169
0095cd374.jpg;1600;256;6;81;100;120;169
0095cd374.jpg;1600;256;9;120;100;159;169
009b12ccc.jpg;1600;256;8;503;109;553;198
009b12ccc.jpg;1600;256;4;553;109;603;198
009b12ccc.jpg;1600;256;9;603;109;653;198
009b12ccc.jpg;1600;256;1;653;109;703;198
009b12ccc.jpg;1600;256;9;703;109;753;198
009b12ccc.jpg;1600;256;0;753;109;803;198
009b12ccc.jpg;1600;256;7;803;109;853;198
009b12ccc.jpg;1600;256;0;853;109;903;198
00a0b7730.jpg;1600;256;4;799;161;836;227
00a0b7730.jpg;1600;256;2;836;161;873;227
00a0b7730.jpg;1600;256;1;873;161;910;227
00a0f9949.jpg;1600;256;5;327;103;394;222
00a0f9949.jpg;1600;256;1;394;103;461;222
00a0f9949.jpg;1600;256;6;461;103;528;222
00ac8372f.jpg;1600;256;7;1015;16;1073;119
00ac8372f.jpg;1600;256;5;1073;16;1131;119
00ac8372f.jpg;1600;256;2;1131;16;1189;119
00ac8372f.jpg;1600;256;3;1189;16;1247;119
00af2671f.jpg;1600;256;4;630;36;673;112
00af2671f.jpg;1600;256;1;673;36;716;112
00af2671f.jpg;1600;256;2;716;36;759;112
00af2671f.jpg;1600;256;1;759;36;802;112
00af2671f.jpg;1600;256;8;802;36;845;112
00b7fb703.jpg;1600;256;3;720;1;768;86
00b7fb703.jpg;1600;256;6;768;1;816;86
00b7fb703.jpg;1600;256;7;816;1;864;86
00b7fb703.jpg;1600;256;6;864;1;912;86
00b7fb703.jpg;1600;256;2;912;1;960;86
00b7fb703.jpg;1600;256;5;960;1;1008;86
00b989e78.jpg;1600;256;4;189;153;240;244
00b989e78.jpg;1600;256;9;240;153;291;244
00b989e78.jpg;1600;256;4;291;153;342;244
00bbcd9af.jpg;1600;256;6;475;141;521;223
00bbcd9af.jpg;1600;256;2;521;141;567;223
00bbcd9af.jpg;1600;256;9;567;141;613;223
00bbcd9af.jpg;1600;256;1;613;141;659;223
00bc01bfe.jpg;1600;256;5;157;78;237;220
00bc01bfe.jpg;1600;256;2;237;78;317;220
00bc01bfe.jpg;1600;256;0;317;78;397;220
00bc01bfe.jpg;1600;256;1;397;78;477;220
00bc01bfe.jpg;1600;256;3;477;78;557;220
00bf8497a.jpg;1600;256;9;987;53;1055;174
00bf8497a.jpg;1600;256;1;1055;53;1123;174
00bf8497a.jpg;1600;256;3;1123;53;1191;174
00c24a74c.jpg;1600;256;6;1407;145;1455;230
00c24a74c.jpg;1600;256;3;1455;145;1503;230
00c24a74c.jpg;1600;256;9;1503;145;1551;230
00c24a74c.jpg;1600;256;1;1551;145;1599;230
00c6060db.jpg;1600;256;2;1004;13;1043;82
00c6060db.jpg;1600;256;7;1043;13;1082;82
00c6060db.jpg;1600;256;4;1082;13;1121;82
00c6060db.jpg;1600;256;4;1121;13;1160;82
00c6060db.jpg;1600;256;2;1160;13;1199;82
00c6060db.jpg;1600;256;1;1199;13;1238;82
00c6060db.jpg;1600;256;2;1238;13;1277;82
00c6060db.jpg;1600;256;9;1277;13;1316;82
00cdb56a0.jpg;1600;256;8;900;115;957;216
00cdb56a0.jpg;1600;256;0;957;115;1014;216
00cdb56a0.jpg;1600;256;8;1014;115;1071;216
00cdb56a0.jpg;1600;256;3;1071;115;1128;216
00cdb56a0.jpg;1600;256;7;1128;115;1185;216
00cdb56a0.jpg;1600;256;4;1185;115;1242;216
00cdb56a0.jpg;1600;256;8;1242;115;1299;216
00cdb56a0.jpg;1600;256;6;1299;115;1356;216
00d72c660.jpg;1600;256;6;1016;114;1067;205
00d72c660.jpg;1600;256;6;1067;114;1118;205
00d72c660.jpg;1600;256;8;1118;114;1169;205
00d72c660.jpg;1600;256;6;1169;114;1220;205
00d72c660.jpg;1600;256;1;1220;114;1271;205
00d72c660.jpg;1600;256;5;1271;114;1322;205
00d7ae946.jpg;1600;256;9;631;91;690;196
00d7ae946.jpg;1600;256;8;690;91;749;196
00d7ae946.jpg;1600;256;7;749;91;808;196
00d7ae946.jpg;1600;256;5;808;91;867;196
00dcb19f3.jpg;1600;256;9;315;65;364;152
00dcb19f3.jpg;1600;256;0;364;65;413;152
00dcb19f3.jpg;1600;256;5;413;65;462;152
00dcb19f3.jpg;1600;256;9;462;65;511;152
00dcb19f3.jpg;1600;256;9;511;65;560;152
00ded7837.jpg;1600;256;7;729;1;790;109
00ded7837.jpg;1600;256;7;790;1;851;109
00ded7837.jpg;1600;256;9;851;1;912;109
00ded7837.jpg;1600;256;2;912;1;973;109
00ded7837.jpg;1600;256;3;973;1;1034;109
00df5b714.jpg;1600;256;2;812;199;841;251
00df5b714.jpg;1600;256;0;841;199;870;251
00df5b714.jpg;1600;256;1;870;199;899;251
00df5b714.jpg;1600;256;7;899;199;928;251
00df5b714.jpg;1600;256;4;928;199;957;251
00e0398ad.jpg;1600;256;6;611;64;690;204
00e0398ad.jpg;1600;256;8;690;64;769;204
00e0398ad.jpg;1600;256;6;769;64;848;204
00e0398ad.jpg;1600;256;7;848;64;927;204
00e0398ad.jpg;1600;256;1;927;64;1006;204
00ec97699.jpg;1600;256;1;431;82;502;208
00ec97699.jpg;1600;256;1;502;82;573;208
00ec97699.jpg;1600;256;2;573;82;644;208
00ec97699.jpg;1600;256;2;644;82;715;208
00f3799a7.jpg;1600;256;0;217;158;264;242
00f3799a7.jpg;1600;256;9;264;158;311;242
00f3799a7.jpg;1600;256;7;311;158;358;242
00f3799a7.jpg;1600;256;1;358;158;405;242
00fe04c98.jpg;1600;256;2;116;106;167;197
00fe04c98.jpg;1600;256;3;167;106;218;197
00fe04c98.jpg;1600;256;0;218;106;269;197
00fe04c98.jpg;1600;256;9;269;106;320;197
00fe04c98.jpg;1600;256;8;320;106;371;197
00fe04c98.jpg;1600;256;2;371;106;422;197
00fe7f023.jpg;1600;256;8;200;184;235;246
00fe7f023.jpg;1600;256;1;235;184;270;246
00fe7f023.jpg;1600;256;2;270;184;305;246
00fe7f023.jpg;1600;256;2;305;184;340;246
00fe7f023.jpg;1600;256;8;340;184;375;246
0101e2cf0.jpg;1600;256;2;754;131;824;255
0101e2cf0.jpg;1600;256;1;824;131;894;255
0101e2cf0.jpg;1600;256;4;894;131;964;255
0101e2cf0.jpg;1600;256;5;964;131;1034;255
0101e2cf0.jpg;1600;256;0;1034;131;1104;255
0101e2cf0.jpg;1600;256;3;1104;131;1174;255
0101e2cf0.jpg;1600;256;5;1174;131;1244;255
01053d28f.jpg;1600;256;0;1144;140;1180;204
01053d28f.jpg;1600;256;4;1180;140;1216;204
01053d28f.jpg;1600;256;4;1216;140;1252;204
01053d28f.jpg;1600;256;5;1252;140;1288;204
01053d28f.jpg;1600;256;0;1288;140;1324;204
0108ce457.jpg;1600;256;1;552;98;632;240
0108ce457.jpg;1600;256;1;632;98;712;240
0108ce457.jpg;1600;256;9;712;98;792;240
0109b68ec.jpg;1600;256;1;927;45;1008;189
0109b68ec.jpg;1600;256;8;1008;45;1089;189
0109b68ec.jpg;1600;256;9;1089;45;1170;189
0109b68ec.jpg;1600;256;7;1170;45;1251;189
010db68d1.jpg;1600;256;5;638;99;696;202
010db68d1.jpg;1600;256;3;696;99;754;202
010db68d1.jpg;1600;256;3;754;99;812;202
010db68d1.jpg;1600;256;4;812;99;870;202
010ec96b4.jpg;1600;256;4;1241;9;1298;110
010ec96b4.jpg;1600;256;2;1298;9;1355;110
010ec96b4.jpg;1600;256;3;1355;9;1412;110
010ec96b4.jpg;1600;256;0;1412;9;1469;110
010ec96b4.jpg;1600;256;8;1469;9;1526;110
011a7e2a9.jpg;1600;256;9;936;83;998;193
011a7e2a9.jpg;1600;256;9;998;83;1060;193
011a7e2a9.jpg;1600;256;8;1060;83;1122;193
012754bbb.jpg;1600;256;2;378;75;451;205
012754bbb.jpg;1600;256;0;451;75;524;205
012754bbb.jpg;1600;256;8;524;75;597;205
012754bbb.jpg;1600;256;6;597;75;670;205
012754bbb.jpg;1600;256;9;670;75;743;205
012754bbb.jpg;1600;256;9;743;75;816;205
012a4581b.jpg;1600;256;4;1219;140;1257;208
012a4581b.jpg;1600;256;0;1257;140;1295;208
012a4581b.jpg;1600;256;7;1295;140;1333;208
012d29df4.jpg;1600;256;7;236;133;285;220
012d29df4.jpg;1600;256;4;285;133;334;220
012d29df4.jpg;1600;256;9;334;133;383;220
012d29df4.jpg;1600;256;6;383;133;432;220
012d29df4.jpg;1600;256;0;432;133;481;220
012d29df4.jpg;1600;256;4;481;133;530;220
012d29df4.jpg;1600;256;4;530;133;579;220
012d29df4.jpg;1600;256;6;579;133;628;220
012f26693.jpg;1600;256;1;729;70;766;136
012f26693.jpg;1600;256;3;766;70;803;136
012f26693.jpg;1600;256;4;803;70;840;136
0139dd004.jpg;1600;256;7;527;68;566;137
0139dd004.jpg;1600;256;3;566;68;605;137
0139dd004.jpg;1600;256;9;605;68;644;137
0139dd004.jpg;1600;256;8;644;68;683;137
0139dd004.jpg;1600;256;8;683;68;722;137
0139dd004.jpg;1600;256;0;722;68;761;137
0139dd004.jpg;1600;256;5;761;68;800;137
0139dd004.jpg;1600;256;4;800;68;839;137
0148e9891.jpg;1600;256;8;622;59;703;203
0148e9891.jpg;1600;256;6;703;59;784;203
0148e9891.jpg;1600;256;5;784;59;865;203
0148e9891.jpg;1600;256;7;865;59;946;203
0148e9891.jpg;1600;256;8;946;59;1027;203
0148e9891.jpg;1600;256;8;1027;59;1108;203
0148e9891.jpg;1600;256;5;1108;59;1189;203
014ebe543.jpg;1600;256;5;1061;188;1098;254
014ebe543.jpg;1600;256;5;1098;188;1135;254
014ebe543.jpg;1600;256;9;1135;188;1172;254
014ebe543.jpg;1600;256;7;1172;188;1209;254
014ebe543.jpg;1600;256;1;1209;188;1246;254
014ebe543.jpg;1600;256;0;1246;188;1283;254
015be539e.jpg;1600;256;9;510;77;571;185
015be539e.jpg;1600;256;3;571;77;632;185
015be539e.jpg;1600;256;9;632;77;693;185
015be539e.jpg;1600;256;8;693;77;754;185
015be539e.jpg;1600;256;1;754;77;815;185
01661826d.jpg;1600;256;9;645;14;715;138
01661826d.jpg;1600;256;2;715;14;785;138
01661826d.jpg;1600;256;0;785;14;855;138
016af13d0.jpg;1600;256;9;164;99;230;216
016af13d0.jpg;1600;256;0;230;99;296;216
016af13d0.jpg;1600;256;2;296;99;362;216
016af13d0.jpg;1600;256;9;362;99;428;216
016af13d0.jpg;1600;256;5;428;99;494;216
016af13d0.jpg;1600;256;2;494;99;560;216
016af13d0.jpg;1600;256;7;560;99;626;216
016efe618.jpg;1600;256;8;28;30;56;80
016efe618.jpg;1600;256;3;56;30;84;80
016efe618.jpg;1600;256;5;84;30;112;80
016efe618.jpg;1600;256;5;112;30;140;80
016efe618.jpg;1600;256;4;140;30;168;80
016efe618.jpg;1600;256;1;168;30;196;80
016efe618.jpg;1600;256;2;196;30;224;80
01764ee81.jpg;1600;256;7;1134;105;1206;233
01764ee81.jpg;1600;256;2;1206;105;1278;233
01764ee81.jpg;1600;256;7;1278;105;1350;233
01764ee81.jpg;1600;256;0;1350;105;1422;233
01764ee81.jpg;1600;256;7;1422;105;1494;233
017796c88.jpg;1600;256;7;423;85;503;227
017796c88.jpg;1600;256;4;503;85;583;227
017796c88.jpg;1600;256;2;583;85;663;227
017796c88.jpg;1600;256;2;663;85;743;227
017796c88.jpg;1600;256;4;743;85;823;227
017796c88.jpg;1600;256;0;823;85;903;227
017796c88.jpg;1600;256;2;903;85;983;227
017796c88.jpg;1600;256;3;983;85;1063;227
017bd7ce3.jpg;1600;256;0;1250;2;1318;123
017bd7ce3.jpg;1600;256;7;1318;2;1386;123
017bd7ce3.jpg;1600;256;3;1386;2;1454;123
017d75655.jpg;1600;256;1;917;155;946;207
017d75655.jpg;1600;256;2;946;155;975;207
017d75655.jpg;1600;256;4;975;155;1004;207
017d75655.jpg;1600;256;6;1004;155;1033;207
017d75655.jpg;1600;256;1;1033;155;1062;207
017d75655.jpg;1600;256;2;1062;155;1091;207
017d75655.jpg;1600;256;4;1091;155;1120;207
017d75655.jpg;1600;256;5;1120;155;1149;207
018ccdfed.jpg;1600;256;5;191;15;254;127
018ccdfed.jpg;1600;256;3;254;15;317;127
018ccdfed.jpg;1600;256;9;317;15;380;127
018ccdfed.jpg;1600;256;3;380;15;443;127
018ccdfed.jpg;1600;256;0;443;15;506;127
018ccdfed.jpg;1600;256;8;506;15;569;127
018ccdfed.jpg;1600;256;9;569;15;632;127
018ccdfed.jpg;1600;256;9;632;15;695;127
018d7b0a1.jpg;1600;256;1;555;142;584;194
018d7b0a1.jpg;1600;256;6;584;142;613;194
018d7b0a1.jpg;1600;256;1;613;142;642;194
018d7b0a1.jpg;1600;256;9;642;142;671;194
018d7b0a1.jpg;1600;256;4;671;142;700;194
018d7b0a1.jpg;1600;256;4;700;142;729;194
018d7b0a1.jpg;1600;256;9;729;142;758;194
01919944c.jpg;1600;256;1;571;69;647;204
01919944c.jpg;1600;256;1;647;69;723;204
01919944c.jpg;1600;256;8;723;69;799;204
01919944c.jpg;1600;256;5;799;69;875;204
01919944c.jpg;1600;256;8;875;69;951;204
01919944c.jpg;1600;256;4;951;69;1027;204
019258298.jpg;1600;256;5;731;107;792;215
019258298.jpg;1600;256;7;792;107;853;215
019258298.jpg;1600;256;4;853;107;914;215
019258298.jpg;1600;256;1;914;107;975;215
019258298.jpg;1600;256;2;975;107;1036;215
019258298.jpg;1600;256;8;1036;107;1097;215
019258298.jpg;1600;256;1;1097;107;1158;215
019258298.jpg;1600;256;1;1158;107;1219;215
0197bb47e.jpg;1600;256;6;766;123;823;224
0197bb47e.jpg;1600;256;7;823;123;880;224
0197bb47e.jpg;1600;256;9;880;123;937;224
0198ab92d.jpg;1600;256;2;399;78;468;201
0198ab92d.jpg;1600;256;2;468;78;537;201
0198ab92d.jpg;1600;256;6;537;78;606;201
0198ab92d.jpg;1600;256;3;606;78;675;201
019f42c2a.jpg;1600;256;7;1139;95;1205;212
019f42c2a.jpg;1600;256;0;1205;95;1271;212
019f42c2a.jpg;1600;256;5;1271;95;1337;212
01afbfa7a.jpg;1600;256;5;901;3;963;113
01afbfa7a.jpg;1600;256;5;963;3;1025;113
01afbfa7a.jpg;1600;256;2;1025;3;1087;113
01afbfa7a.jpg;1600;256;0;1087;3;1149;113
01afbfa7a.jpg;1600;256;9;1149;3;1211;113
01afbfa7a.jpg;1600;256;5;1211;3;1273;113
01afbfa7a.jpg;1600;256;7;1273;3;1335;113
01afbfa7a.jpg;1600;256;7;1335;3;1397;113
01b043500.jpg;1600;256;1;293;109;337;187
01b043500.jpg;1600;256;1;337;109;381;187
01b043500.jpg;1600;256;5;381;109;425;187
01b043500.jpg;1600;256;3;425;109;469;187
01b043500.jpg;1600;256;1;469;109;513;187
01b043500.jpg;1600;256;1;513;109;557;187
01b043500.jpg;1600;256;7;557;109;601;187
01b2163b7.jpg;1600;256;7;25;123;78;217
01b2163b7.jpg;1600;256;1;78;123;131;217
01b2163b7.jpg;1600;256;0;131;123;184;217
01b2163b7.jpg;1600;256;4;184;123;237;217
01b2163b7.jpg;1600;256;2;237;123;290;217
01b237ab8.jpg;1600;256;4;552;14;592;85
01b237ab8.jpg;1600;256;4;592;14;632;85
01b237ab8.jpg;1600;256;6;632;14;672;85
01b237ab8.jpg;1600;256;2;672;14;712;85
01b237ab8.jpg;1600;256;3;712;14;752;85
01b237ab8.jpg;1600;256;1;752;14;792;85
01b237ab8.jpg;1600;256;3;792;14;832;85
01b237ab8.jpg;1600;256;4;832;14;872;85
01b47d973.jpg;1600;256;3;522;40;574;132
01b47d973.jpg;1600;256;5;574;40;626;132
01b47d973.jpg;1600;256;2;626;40;678;132
01b47d973.jpg;1600;256;9;678;40;730;132
01b50837f.jpg;1600;256;0;439;116;481;191
01b50837f.jpg;1600;256;4;481;116;523;191
01b50837f.jpg;1600;256;9;523;116;565;191
01b50837f.jpg;1600;256;1;565;116;607;191
01b50837f.jpg;1600;256;3;607;116;649;191
01b6c2dc1.jpg;1600;256;4;769;32;821;124
01b6c2dc1.jpg;1600;256;1;821;32;873;124
01b6c2dc1.jpg;1600;256;9;873;32;925;124
01b6c2dc1.jpg;1600;256;6;925;32;977;124
01b6c2dc1.jpg;1600;256;2;977;32;1029;124
01b6c2dc1.jpg;1600;256;0;1029;32;1081;124
01c3ef286.jpg;1600;256;9;78;18;140;128
01c3ef286.jpg;1600;256;6;140;18;202;128
01c3ef286.jpg;1600;256;7;202;18;264;128
01c3ef286.jpg;1600;256;3;264;18;326;128
01c3ef286.jpg;1600;256;9;326;18;388;128
01c3ef286.jpg;1600;256;5;388;18;450;128
01cc31534.jpg;1600;256;8;697;27;728;82
01cc31534.jpg;1600;256;4;728;27;759;82
01cc31534.jpg;1600;256;3;759;27;790;82
01cc31534.jpg;1600;256;8;790;27;821;82
01cf446d4.jpg;1600;256;5;763;18;820;119
01cf446d4.jpg;1600;256;8;820;18;877;119
01cf446d4.jpg;1600;256;0;877;18;934;119
01cfacf80.jpg;1600;256;7;508;145;554;227
01cfacf80.jpg;1600;256;5;554;145;600;227
01cfacf80.jpg;1600;256;8;600;145;646;227
01cfacf80.jpg;1600;256;2;646;145;692;227
01d590c5f.jpg;1600;256;5;967;8;1035;129
01d590c5f.jpg;1600;256;4;1035;8;1103;129
01d590c5f.jpg;1600;256;1;1103;8;1171;129
01d590c5f.jpg;1600;256;1;1171;8;1239;129
01d590c5f.jpg;1600;256;5;1239;8;1307;129
01d590c5f.jpg;1600;256;6;1307;8;1375;129
01d97b205.jpg;1600;256;6;404;116;452;201
01d97b205.jpg;1600;256;1;452;116;500;201
01d97b205.jpg;1600;256;4;500;116;548;201
01d97b205.jpg;1600;256;8;548;116;596;201
01d97b205.jpg;1600;256;1;596;116;644;201
01d97b205.jpg;1600;256;0;644;116;692;201
01db22c17.jpg;1600;256;1;721;47;751;100
01db22c17.jpg;1600;256;4;751;47;781;100
01db22c17.jpg;1600;256;4;781;47;811;100
01df77e59.jpg;1600;256;0;964;92;1025;200
01df77e59.jpg;1600;256;1;1025;92;1086;200
01df77e59.jpg;1600;256;6;1086;92;1147;200
01df77e59.jpg;1600;256;4;1147;92;1208;200
01e020dc5.jpg;1600;256;3;1063;53;1105;128
01e020dc5.jpg;1600;256;5;1105;53;1147;128
01e020dc5.jpg;1600;256;8;1147;53;1189;128
01e020dc5.jpg;1600;256;9;1189;53;1231;128
01e020dc5.jpg;1600;256;9;1231;53;1273;128
01e020dc5.jpg;1600;256;5;1273;53;1315;128
01e020dc5.jpg;1600;256;8;1315;53;1357;128
01e501f99.jpg;1600;256;5;274;20;309;82
01e501f99.jpg;1600;256;7;309;20;344;82
01e501f99.jpg;1600;256;5;344;20;379;82
01e640f20.jpg;1600;256;5;1361;0;1440;140
01e640f20.jpg;1600;256;1;1440;0;1519;140
01e640f20.jpg;1600;256;6;1519;0;1598;140
01e69cfc3.jpg;1600;256;6;776;46;847;172
01e69cfc3.jpg;1600;256;0;847;46;918;172
01e69cfc3.jpg;1600;256;5;918;46;989;172
01e69cfc3.jpg;1600;256;4;989;46;1060;172
01e69cfc3.jpg;1600;256;0;1060;46;1131;172
01ebe0d32.jpg;1600;256;2;442;113;518;248
